01.01.2007   N1106
Образец: "Mo"
LiF200
Трубка: "40,0/0,100"
        Отр1            Отр2
   [мА]  [Имп/с]   [мА]  [Имп/с]
   2649     0,0    1326     0,0
   2654     101    1328    33,5
   2659    33,5    1331     0,0
   2664     0,0    1333     0,0
   2669    67,1    1336    33,5
   2674     0,0    1338     0,0
   2679     101    1340     0,0
   2684    67,1    1343    33,5
   2689     0,0    1345    33,5
   2694     101    1348     0,0
   2699    33,5    1351     0,0
   2704    33,5    1353     0,0
   2709    33,5    1356     0,0
   2714    33,5    1358     0,0
   2719     0,0    1360     0,0
   2724    67,1    1363     0,0
   2729    33,5    1365     0,0
   2734     0,0    1368     0,0
   2739     0,0    1370     0,0
   2744    33,5    1373    33,5
   2749     0,0    1375    33,5
   2754     134    1378     0,0
   2759     0,0    1380     0,0
   2764    33,5    1383     0,0
   2769    33,5    1385     0,0
   2774     0,0    1388    67,1
   2779     0,0    1390    33,5
   2784    33,5    1393    33,5
   2789     0,0    1395    33,5
   2794     0,0    1398     0,0
   2799     0,0    1400     0,0
   2804     0,0    1403     0,0
   2809     0,0    1405    67,1
   2814     0,0    1408    33,5
   2819    33,5    1410    67,1
   2824     0,0    1413    33,5
   2829     0,0    1415    33,5
   2834    33,5    1418    33,5
   2839     0,0    1420    33,5
   2844    33,5    1422     0,0
   2849    33,5    1425     0,0
   2854    33,5    1427     0,0
   2859    33,5    1430    33,5
   2864    33,5    1432    67,1
   2869     0,0    1435     0,0
   2874    33,5    1437    67,1
   2879     0,0    1440     0,0
   2884    67,1    1442    33,5
   2889     0,0    1445     0,0
   2894    33,5    1447     0,0
   2899     0,0    1450     0,0
   2904    67,1    1452    67,1
   2909     0,0    1455     0,0
   2914    67,1    1457    67,1
   2919    67,1    1460    67,1
   2924     0,0    1462    33,5
   2929    67,1    1465    33,5
   2934     0,0    1467     0,0
   2939    33,5    1470    67,1
   2944    33,5    1472     0,0
   2949    67,1    1475    67,1
   2954    33,5    1477     168
   2959    33,5    1480     0,0
   2964     0,0    1482     0,0
   2969     0,0    1485     0,0
   2974    33,5    1487     0,0
   2979     0,0    1490     0,0
   2984     0,0    1492     0,0
   2989    67,1    1495     0,0
   2994     0,0    1498     0,0
   2999     0,0    1500     0,0
   3004    33,5    1502     0,0
   3009     0,0    1505     0,0
   3014     0,0    1508     0,0
   3019    67,1    1510    67,1
   3024    33,5    1512     0,0
   3029    33,5    1515     0,0
   3034     0,0    1518     0,0
   3039     0,0    1520    33,5
   3044    33,5    1522    67,1
   3049     0,0    1525     0,0
   3054    33,5    1528     0,0
   3059    67,1    1530     0,0
   3064     0,0    1533    33,5
   3069     0,0    1535     0,0
   3074     0,0    1538    33,5
   3079     0,0    1540    67,1
   3084     0,0    1543     0,0
   3089     0,0    1545    33,5
   3094     0,0    1548     0,0
   3099     0,0    1550     0,0
   3104    33,5    1553     101
   3109     0,0    1555    33,5
   3114     0,0    1558     0,0
   3119     0,0    1560     0,0
   3124     0,0    1563     0,0
   3129     0,0    1565     0,0
   3134     0,0    1568     0,0
   3139     0,0    1570     0,0
   3144    67,1    1573    33,5
   3149     235    1575    33,5
