01.01.2007   N1106
Образец: "Hg"
LiF200
Трубка: "40,0/0,100"
        Отр1            Отр2
   [мА]  [Имп/с]   [мА]  [Имп/с]
   2794     0,0    1398    33,6
   2799    33,6    1400    33,6
   2804    33,6    1403    33,6
   2809    33,6    1405    67,2
   2814    33,6    1408    67,2
   2819     0,0    1410     0,0
   2824    33,6    1413    33,6
   2829     0,0    1415    33,6
   2834     0,0    1418    33,6
   2839    67,2    1420     101
   2844     0,0    1422    67,2
   2849     0,0    1425    33,6
   2854     0,0    1427    67,2
   2859    67,2    1430    67,2
   2864    33,6    1432     101
   2869     0,0    1435    67,2
   2874     0,0    1437     0,0
   2879    33,6    1440    67,2
   2884    67,2    1442    67,2
   2889     0,0    1445    33,6
   2894     0,0    1447    33,6
   2899    67,2    1450     0,0
   2904    33,6    1452    33,6
   2909     0,0    1455     134
   2914     0,0    1457    33,6
   2919     0,0    1460    67,2
   2924     0,0    1462     0,0
   2929     0,0    1465     0,0
   2934    33,6    1467     0,0
   2939    67,2    1470     0,0
   2944    67,2    1472    33,6
   2949     0,0    1475    33,6
   2954    33,6    1477     0,0
   2959    33,6    1480     0,0
   2964    33,6    1482     0,0
   2969     0,0    1485    33,6
   2974     0,0    1487     0,0
   2979    33,6    1490    33,6
   2984    33,6    1492    33,6
   2989     0,0    1495    33,6
   2994    33,6    1498     0,0
   2999    67,2    1500     0,0
   3004     0,0    1502     0,0
   3009    33,6    1505     0,0
   3014     0,0    1508     0,0
   3019    67,2    1510    67,2
   3024    67,2    1512     101
   3029     0,0    1515    33,6
   3034     0,0    1518    33,6
   3039     0,0    1520    33,6
   3044     0,0    1522    67,2
   3049    33,6    1525    67,2
   3054     0,0    1528    33,6
   3059     0,0    1530    67,2
   3064     0,0    1533    33,6
   3069    33,6    1535     0,0
   3074     0,0    1538    67,2
   3079     0,0    1540    67,2
   3084     0,0    1543    67,2
   3089     0,0    1545    33,6
   3094    67,2    1548    33,6
   3099    33,6    1550    33,6
   3104     0,0    1553    67,2
   3109     0,0    1555    67,2
   3114     0,0    1558    67,2
   3119     0,0    1560     0,0
   3124     0,0    1563    33,6
   3129     0,0    1565    67,2
   3134     0,0    1568    67,2
   3139     0,0    1570    67,2
   3144     0,0    1573    67,2
   3149     0,0    1575    33,6
