01.01.2007   N1106
Образец: "Se"
LiF200
Трубка: "40,0/0,100"
        Отр1            Отр2
   [мА]  [Имп/с]   [мА]  [Имп/с]
   2904     0,0    1452    33,4
   2909    66,9    1455     100
   2914    33,4    1457    33,4
   2919     100    1460    33,4
   2924    66,9    1462     0,0
   2929     0,0    1465    66,9
   2934    33,4    1467     167
   2939    66,9    1470    66,9
   2944    33,4    1472    33,4
   2949    33,4    1475     100
   2954    66,9    1477    66,9
   2959    66,9    1480     100
   2964     100    1482     100
   2969     134    1485     134
   2974     0,0    1487     100
   2979     0,0    1490    66,9
   2984    66,9    1492     134
   2989     0,0    1495    66,9
   2994    33,4    1498    66,9
   2999     0,0    1500     0,0
   3004    33,4    1502    33,4
   3009    66,9    1505     100
   3014     0,0    1508    66,9
   3019     0,0    1510     0,0
   3024     0,0    1512     100
   3029     0,0    1515    33,4
   3034    33,4    1518    66,9
   3039    66,9    1520    66,9
   3044    33,4    1522    66,9
   3049    33,4    1525    33,4
   3054     0,0    1528    66,9
   3059     0,0    1530    66,9
   3064    33,4    1533    33,4
   3069     0,0    1535    66,9
   3074     0,0    1538    66,9
   3079    33,4    1540     301
   3084     0,0    1543    66,9
   3089    33,4    1545    66,9
   3094    66,9    1548     100
   3099     0,0    1550    66,9
   3104    33,4    1553     0,0
   3109    33,4    1555     100
   3114    33,4    1558    66,9
   3119     0,0    1560     0,0
   3124     0,0    1563     0,0
   3129    33,4    1565    66,9
   3134     401    1568     268
   3139     669    1570     468
   3144     334    1573     803
   3149     468    1575     268
