01.01.2007   N1106
Образец: "Y"
LiF200
Трубка: "40,0/0,100"
        Отр1            Отр2
   [мА]  [Имп/с]   [мА]  [Имп/с]
   3089     0,0    1545    67,2
   3094    33,6    1548    33,6
   3099     0,0    1550    33,6
   3104    33,6    1553     0,0
   3109    33,6    1555     168
   3114    33,6    1558    67,2
   3119    33,6    1560    67,2
   3124     0,0    1563    67,2
   3129    33,6    1565    67,2
   3134    33,6    1568    67,2
   3139    67,2    1570     0,0
   3144     807    1573     202
   3149     706    1575    67,2
